visitor_id,lastpurchasetime,recency,frequency,monetary
21428,2019-02-10 09:51:03.477,3,3,2
21429,2019-02-12 18:45:05.629,1,3,5
21430,2019-02-12 14:15:22.830,1,1,1
21431,2019-02-10 14:00:08.078,3,2,3
21432,2019-02-11 12:09:13.736,2,3,4
21433,2019-02-09 17:58:06.690,4,1,3
21434,2019-02-11 21:51:16.076,2,5,3
21435,2019-02-11 16:50:07.134,2,3,1
21436,2019-02-09 14:50:02.490,4,1,2
21437,2019-02-09 15:07:36.715,4,4,2
21438,2019-02-11 01:43:18.439,3,4,3
21439,2019-02-12 14:17:26.820,1,2,4
21440,2019-02-11 13:08:21.021,2,2,5
21441,2019-02-10 08:53:33.467,3,1,1
21442,2019-02-09 23:19:58.505,4,4,3
21443,2019-02-10 00:42:29.540,4,3,3
21444,2019-02-10 15:50:03.675,3,3,2
21445,2019-02-10 23:40:00.219,3,3,3
21446,2019-02-12 19:22:50.902,1,2,3
21447,2019-02-10 22:27:54.013,3,4,5
21448,2019-02-10 00:22:43.343,4,4,3
21449,2019-02-10 23:33:43.772,3,1,1
21450,2019-02-12 20:23:25.846,1,5,3
21451,2019-02-08 17:43:18.510,5,2,4
21452,2019-02-10 21:53:40.143,3,4,5
21453,2019-02-09 23:16:12.454,4,3,3
21454,2019-02-10 01:56:50.540,4,4,2
21455,2019-02-12 05:44:39.584,1,4,5
21456,2019-02-09 14:23:22.814,4,2,2
21457,2019-02-11 18:22:31.830,2,3,1
21458,2019-02-09 17:50:07.603,4,3,3
21459,2019-02-10 01:05:27.578,4,1,3
21460,2019-02-10 14:18:22.352,3,1,3
21461,2019-02-12 14:49:12.796,1,3,4
21462,2019-02-12 12:51:09.357,1,2,1
21463,2019-02-10 16:12:17.888,3,4,5
21464,2019-02-10 15:58:09.864,3,5,5
21465,2019-02-10 19:35:51.765,3,4,1
21466,2019-02-11 21:57:58.483,2,2,2
21467,2019-02-10 14:31:21.561,3,1,3
21468,2019-02-10 13:43:42.127,3,3,4
21469,2019-02-08 14:25:51.473,5,4,2
21470,2019-02-12 10:30:27.794,1,5,3
21471,2019-02-10 23:04:58.265,3,3,2
21472,2019-02-10 19:39:07.915,3,1,3
21473,2019-02-09 10:17:36.426,4,1,2
21474,2019-02-11 11:27:49.674,2,4,5
21475,2019-02-11 11:03:58.198,2,2,4
21476,2019-02-12 12:49:22.440,1,5,5
21477,2019-02-11 03:22:52.740,3,1,3
21478,2019-02-12 13:00:50.903,1,2,5
21479,2019-02-12 00:02:36.931,2,3,3
21480,2019-02-12 21:16:17.997,1,3,3
21481,2019-02-11 20:47:21.221,2,2,4
21482,2019-02-12 13:26:20.777,1,3,2
21483,2019-02-10 15:30:11.916,3,3,2
21484,2019-02-12 21:04:52.294,1,3,3
21485,2019-02-09 12:23:34.074,4,1,4
21486,2019-02-08 13:25:57.644,5,1,1
21487,2019-02-12 09:04:50.437,1,3,2
21488,2019-02-12 18:55:08.500,1,3,1
21489,2019-02-05 15:25:09.667,5,1,1
21490,2019-02-12 02:25:34.363,2,4,3
21491,2019-02-11 13:30:59.125,2,1,1
21492,2019-02-12 17:30:05.545,1,1,1
21493,2019-02-10 04:52:43.526,3,1,1
21494,2019-02-10 22:11:56.278,3,5,4
21495,2019-02-12 21:55:31.407,1,5,5
21496,2019-02-10 08:07:48.725,3,3,1
21497,2019-02-12 20:16:37.076,1,3,4
21498,2019-02-09 13:38:23.251,4,4,5
21499,2019-02-09 01:26:38.649,5,3,1
21500,2019-02-09 20:36:41.423,4,2,4
21501,2019-02-12 06:48:54.057,1,2,3
21502,2019-02-08 17:08:02.254,5,2,5
21503,2019-02-10 09:45:30.875,3,4,5
21504,2019-02-12 11:47:08.922,1,2,5
21505,2019-02-06 10:06:50.379,5,2,3
21506,2019-02-09 12:13:35.607,4,3,3
21507,2019-02-12 16:40:06.795,1,5,1
21508,2019-02-08 07:38:02.853,5,2,1
21509,2019-02-10 14:44:24.392,3,5,4
21510,2019-02-10 18:48:26.432,3,5,3
21511,2019-02-11 16:41:17.251,2,4,3
21512,2019-02-10 17:30:56.660,3,4,4
21513,2019-02-10 12:35:51.223,3,1,1
21514,2019-02-11 15:39:52.643,2,4,3
21515,2019-02-08 21:18:43.235,5,3,3
21516,2019-02-12 08:23:43.406,1,3,2
21517,2019-02-10 21:16:04.619,3,4,1
21518,2019-02-12 10:50:28.154,1,2,2
21519,2019-02-11 15:18:45.651,2,1,4
21520,2019-02-10 00:13:20.093,4,3,5
21521,2019-02-09 15:52:07.553,4,3,2
21522,2019-02-10 14:50:03.995,3,1,4
21523,2019-02-10 22:50:58.866,3,2,4
21524,2019-02-08 12:30:25.382,5,3,3
21525,2019-02-10 07:46:38.606,3,4,1
21526,2019-02-08 16:49:31.193,5,2,5
21527,2019-02-09 23:15:06.845,4,4,4
21528,2019-02-10 15:19:49.114,3,3,4
21529,2019-02-11 19:03:09.854,2,4,3
21530,2019-02-10 18:10:35.445,3,2,5
21531,2019-02-12 18:36:29.431,1,4,2
21532,2019-02-11 16:02:08.103,2,2,1
21533,2019-02-10 14:51:51.674,3,3,3
21534,2019-02-12 18:00:37.988,1,1,1
21535,2019-02-12 14:42:55.367,1,4,5
21536,2019-02-12 19:12:56.680,1,1,3
21537,2019-02-11 13:50:56.766,2,4,2
21538,2019-02-10 15:41:31.152,3,2,4
21539,2019-02-08 17:13:09.940,5,2,3
21540,2019-02-04 11:07:00.789,5,3,4
21541,2019-02-11 11:46:46.737,2,4,3
21542,2019-02-12 17:11:44.535,1,3,3
21543,2019-02-12 15:15:13.987,1,3,3
21544,2019-02-09 21:45:10.204,4,3,3
21545,2019-02-11 10:31:41.551,2,4,4
21546,2019-02-11 21:59:38.429,2,1,1
21547,2019-02-10 11:32:36.744,3,1,3
21548,2019-02-11 12:56:14.808,2,1,1
21549,2019-02-11 22:19:19.904,2,3,3
21550,2019-02-12 18:45:48.205,1,4,5
21551,2019-02-10 12:12:40.235,3,2,3
21552,2019-02-12 12:58:58.156,1,1,5
21553,2019-02-11 20:50:04.548,2,2,2
21554,2019-02-12 15:00:16.721,1,3,2
21555,2019-02-11 04:27:25.321,3,2,3
21556,2019-02-11 00:36:52.029,3,3,3
21557,2019-02-08 20:04:40.824,5,3,3
21558,2019-02-11 15:25:04.785,2,3,1
21559,2019-02-10 14:37:50.984,3,3,3
21560,2019-02-11 18:53:26.999,2,3,2
21561,2019-02-12 18:10:01.693,1,3,3
21562,2019-02-12 14:58:22.657,1,2,1
21563,2019-02-12 08:43:54.187,1,2,1
21564,2019-02-11 16:15:23.270,2,2,2
21565,2019-02-11 14:16:31.013,2,2,2
21566,2019-02-12 21:09:31.205,1,4,2
21567,2019-02-05 18:19:28.030,5,3,1
21568,2019-02-12 17:24:47.199,1,2,3
21569,2019-02-10 01:53:29.688,4,2,2
21570,2019-02-12 18:25:20.794,1,5,4
21571,2019-02-10 10:57:33.487,3,3,2
21572,2019-02-10 11:53:47.227,3,1,3
21573,2019-02-12 15:25:13.997,1,2,2
21574,2019-02-12 19:38:59.660,1,2,2
21575,2019-02-07 22:36:04.314,5,4,2
21576,2019-02-07 20:20:05.803,5,3,4
21577,2019-02-12 11:44:02.293,1,3,3
21578,2019-02-12 16:40:18.443,1,1,3
21579,2019-02-11 16:45:47.982,2,3,4
21580,2019-02-09 16:48:19.158,4,1,4
21581,2019-02-12 15:20:04.722,1,2,4
21582,2019-02-09 02:05:25.349,5,2,4
21583,2019-02-07 20:09:27.874,5,1,1
21584,2019-02-12 15:23:56.013,1,1,1
21585,2019-02-12 10:10:31.554,1,1,1
21586,2019-02-09 14:00:40.384,4,2,2
21587,2019-02-12 17:16:46.055,1,2,4
21588,2019-02-08 22:18:09.343,5,1,4
21589,2019-02-08 21:59:45.563,5,1,3
21590,2019-02-10 15:07:54.286,3,3,5
21591,2019-02-12 20:32:53.914,1,5,5
21592,2019-02-10 10:22:51.596,3,2,2
21593,2019-02-07 12:44:17.486,5,5,5
21594,2019-02-07 20:22:36.382,5,1,5
21595,2019-02-12 12:56:24.786,1,3,4
21596,2019-02-10 10:48:23.640,3,3,3
21597,2019-02-12 19:37:55.659,1,5,3
21598,2019-02-12 18:49:13.328,1,5,2
21599,2019-02-12 17:59:49.657,1,1,5
21600,2019-02-12 13:21:55.686,1,3,2
21601,2019-02-11 09:12:58.366,2,1,4
21602,2019-02-12 13:51:19.228,1,1,1
21603,2019-02-11 09:35:37.027,2,3,4
21604,2019-02-12 21:19:13.614,1,4,1
21605,2019-02-11 15:09:17.927,2,3,2
21606,2019-02-10 15:00:12.290,3,3,2
21607,2019-02-03 13:12:42.237,5,4,3
21608,2019-02-11 16:44:39.815,2,3,3
21609,2019-02-11 12:40:45.242,2,2,4
21610,2019-02-10 15:40:19.393,3,2,2
21611,2019-02-12 11:05:46.772,1,3,2
21612,2019-02-12 20:47:06.173,1,1,3
21613,2019-02-12 11:43:50.755,1,4,5
21614,2019-02-12 20:26:21.787,1,1,1
21615,2019-02-12 03:27:43.898,2,3,3
21616,2019-02-11 16:28:21.131,2,2,3
21617,2019-02-10 23:13:44.439,3,3,4
21618,2019-02-10 20:11:44.603,3,4,4
21619,2019-02-12 16:46:58.914,1,1,1
21620,2019-02-10 10:42:28.214,3,3,5
21621,2019-02-11 17:02:54.341,2,5,3
21622,2019-02-11 22:43:41.282,2,2,1
21623,2019-02-09 22:43:27.154,4,1,2
21624,2019-02-10 17:09:39.553,3,1,2
21625,2019-02-10 17:32:27.429,3,1,2
21626,2019-02-12 14:17:55.557,1,1,3
21627,2019-02-11 17:21:18.199,2,3,4
21628,2019-02-10 14:14:28.437,3,2,3
21629,2019-02-09 16:16:09.960,4,1,5
21630,2019-02-08 18:58:29.009,5,3,2
21631,2019-02-12 16:55:58.261,1,5,5
21632,2019-02-11 22:49:52.780,2,3,5
21633,2019-02-09 22:38:15.424,4,4,5
21634,2019-02-12 15:32:56.866,1,3,3
21635,2019-02-09 14:28:01.033,4,2,1
21636,2019-02-12 16:13:03.978,1,3,1
21637,2019-02-09 04:40:55.962,4,4,4
21638,2019-02-11 12:00:46.235,2,1,1
21639,2019-02-07 07:49:28.406,5,2,5
21640,2019-02-10 09:12:14.103,3,4,3
21641,2019-02-07 11:23:12.271,5,1,1
21642,2019-02-09 19:50:54.541,4,4,5
21643,2019-02-06 14:15:25.804,5,2,5
21644,2019-02-12 12:42:17.942,1,4,2
21645,2019-02-08 06:21:52.330,5,1,1
21646,2019-02-08 17:35:31.710,5,1,1
21647,2019-02-10 12:17:58.154,3,2,2
21648,2019-02-08 12:07:02.661,5,2,1
21649,2019-02-08 12:18:13.579,5,5,4
21650,2019-02-10 10:16:36.368,3,2,5
21651,2019-02-03 13:34:56.993,5,1,1
21652,2019-02-11 16:46:36.825,2,5,3
21653,2019-02-12 00:24:34.183,2,2,1
21654,2019-02-12 15:35:29.978,1,2,1
21655,2019-02-10 15:33:32.995,3,1,4
21656,2019-02-12 12:16:03.682,1,4,3
21657,2019-02-11 14:53:14.317,2,1,3
21658,2019-02-12 12:38:51.937,1,3,2
21659,2019-02-12 14:45:11.175,1,4,3
21660,2019-02-09 11:49:51.417,4,1,1
21661,2019-02-11 20:24:16.201,2,4,3
21662,2019-02-11 23:10:36.199,2,4,3
21663,2019-02-12 18:46:26.157,1,5,4
21664,2019-02-10 19:57:28.296,3,4,3
21665,2019-02-12 11:28:20.891,1,3,2
21666,2019-02-11 22:30:34.560,2,1,1
21667,2019-02-09 16:48:09.594,4,3,4
21668,2019-02-08 23:19:21.279,5,1,2
21669,2019-02-10 21:05:38.364,3,2,2
21670,2019-02-11 01:41:04.693,3,4,3
21671,2019-02-11 03:03:25.768,3,2,1
21672,2019-02-11 16:07:06.622,2,4,4
21673,2019-02-08 14:51:42.269,5,1,5
21674,2019-02-10 13:21:43.102,3,1,3
21675,2019-02-11 09:55:02.869,2,5,3
21676,2019-02-11 00:04:11.263,3,1,3
21677,2019-02-11 18:04:49.746,2,3,3
21678,2019-02-10 10:16:07.513,3,5,3
21679,2019-02-11 12:44:14.205,2,2,5
21680,2019-02-09 17:18:12.276,4,2,1
21681,2019-02-11 10:17:38.132,2,2,1
21682,2019-02-11 01:22:08.847,3,3,3
21683,2019-02-08 14:55:39.809,5,1,1
21684,2019-02-10 15:00:23.338,3,5,3
21685,2019-02-10 14:55:38.443,3,3,4
21686,2019-02-12 20:29:52.467,1,1,3
21687,2019-02-11 16:53:24.549,2,1,5
21688,2019-02-11 16:58:39.699,2,5,4
21689,2019-02-11 23:27:55.618,2,3,4
21690,2019-02-05 18:11:21.814,5,1,2
21691,2019-02-10 04:32:26.991,4,5,3
21692,2019-02-12 00:44:21.082,2,4,3
21693,2019-02-10 11:19:40.162,3,4,1
21694,2019-02-10 04:28:48.446,4,1,4
21695,2019-02-09 14:41:24.364,4,3,4
21696,2019-02-12 08:48:52.739,1,3,4
21697,2019-02-11 00:13:30.948,3,3,4
21698,2019-02-10 01:55:29.748,4,1,4
21699,2019-01-30 13:48:38.682,5,1,4
21700,2019-02-05 15:21:07.142,5,2,4
21701,2019-02-09 11:38:28.537,4,4,5
21702,2019-02-10 09:43:09.631,3,3,5
21703,2019-02-10 18:01:10.531,3,5,3
21704,2019-02-10 14:54:43.576,3,1,3
21705,2019-02-09 22:06:09.363,4,3,2
21706,2019-02-10 16:32:24.895,3,4,5
21707,2019-02-11 00:06:41.877,3,5,5
21708,2019-02-11 22:17:18.922,2,2,2
21709,2019-02-09 20:22:32.180,4,5,4
21710,2019-02-10 17:21:53.119,3,3,2
21711,2019-02-08 18:07:06.750,5,1,2
21712,2019-02-11 22:18:39.606,2,5,2
21713,2019-02-09 20:55:47.443,4,2,1
21714,2019-02-06 15:52:30.492,5,3,3
21715,2019-02-10 15:09:46.434,3,1,1
21716,2019-02-11 12:53:31.791,2,4,4
21717,2019-02-12 14:54:08.431,1,2,1
21718,2019-02-10 11:34:22.634,3,4,4
21719,2019-02-12 21:51:00.215,1,4,4
21720,2019-02-09 13:37:27.877,4,2,2
21721,2019-02-12 12:33:50.379,1,4,1
21722,2019-02-09 12:13:11.982,4,5,4
21723,2019-02-11 08:40:07.769,2,2,2
21724,2019-02-09 12:23:53.865,4,1,1
21725,2019-02-11 23:43:45.295,2,2,1
21726,2019-02-10 21:14:00.562,3,3,3
21727,2019-02-12 11:41:27.880,1,4,1
21728,2019-02-11 15:11:46.030,2,2,3
21729,2019-02-09 16:17:06.241,4,2,3
21730,2019-02-10 12:03:06.407,3,5,5
21731,2019-02-11 15:24:34.790,2,4,5
21732,2019-02-12 18:12:04.530,1,4,4
21733,2019-02-11 15:34:19.165,2,5,2
21734,2019-02-08 03:25:59.488,5,3,5
21735,2019-02-12 17:43:08.852,1,4,5
21736,2019-02-12 16:30:46.852,1,4,4
21737,2019-02-11 11:00:06.069,2,3,1
21738,2019-02-10 08:41:28.482,3,4,2
21739,2019-02-12 16:09:36.888,1,4,5
21740,2019-02-05 14:26:56.590,5,4,4
21741,2019-02-08 22:21:37.381,5,4,3
21742,2019-02-10 14:58:49.089,3,5,3
21743,2019-02-11 16:23:28.365,2,2,4
21744,2019-02-05 18:20:22.164,5,3,3
21745,2019-02-12 13:22:06.494,1,1,5
21746,2019-02-12 14:36:14.770,1,1,1
21747,2019-02-12 12:07:54.134,1,2,1
21748,2019-02-12 00:31:26.771,2,4,3
21749,2019-02-07 22:12:49.068,5,5,1
21750,2019-02-09 21:31:43.667,4,1,2
21751,2019-02-12 13:20:17.393,1,5,3
21752,2019-02-10 13:22:58.064,3,3,4
21753,2019-02-07 14:52:06.220,5,4,4
21754,2019-02-10 22:26:50.232,3,4,1
21755,2019-02-12 11:12:44.276,1,3,2
21756,2019-02-11 17:26:09.235,2,1,1
21757,2019-02-11 16:09:49.376,2,1,3
21758,2019-02-11 23:04:36.549,2,2,1
21759,2019-02-09 16:05:11.470,4,3,1
21760,2019-02-10 11:24:12.244,3,3,2
21761,2019-02-08 13:03:41.263,5,2,3
21762,2019-02-11 20:57:06.124,2,2,1
21763,2019-02-11 10:50:01.992,2,5,3
21764,2019-02-09 13:38:50.617,4,4,2
21765,2019-02-09 17:52:32.450,4,2,1
21766,2019-02-12 11:47:23.133,1,2,1
21767,2019-02-12 15:44:23.458,1,3,3
21768,2019-02-10 10:27:05.484,3,5,5
21769,2019-02-12 12:46:36.608,1,2,1
21770,2019-02-12 21:02:10.954,1,1,4
21771,2019-02-08 21:15:15.827,5,5,4
21772,2019-02-09 23:45:42.531,4,5,5
21773,2019-02-11 14:05:39.990,2,4,3
21774,2019-02-12 12:55:00.443,1,1,2
21775,2019-02-08 02:50:18.174,5,2,2
21776,2019-02-08 15:23:00.396,5,1,2
21777,2019-02-10 18:09:32.488,3,3,2
21778,2019-02-12 01:17:38.342,2,5,5
21779,2019-02-12 16:56:15.161,1,4,3
21780,2019-02-10 14:26:45.158,3,1,2
21781,2019-02-07 19:17:22.015,5,4,5
21782,2019-02-11 12:00:11.248,2,1,1
21783,2019-02-11 14:38:08.109,2,3,3
21784,2019-02-08 19:59:37.134,5,1,2
21785,2019-02-10 12:35:44.714,3,3,5
21786,2019-02-08 17:15:30.642,5,5,5
21787,2019-02-10 17:29:26.602,3,4,3
21788,2019-02-11 10:31:30.728,2,5,3
21789,2019-02-12 22:07:07.890,1,2,3
21790,2019-02-11 15:39:19.904,2,3,3
21791,2019-02-09 21:38:46.034,4,2,3
21792,2019-02-12 13:22:52.166,1,2,3
21793,2019-02-10 18:02:11.111,3,1,1
21794,2019-02-10 14:48:17.834,3,3,4
21795,2019-02-10 23:51:30.242,3,3,2
21796,2019-02-09 17:36:17.490,4,3,3
21797,2019-02-10 15:06:58.358,3,5,2
21798,2019-02-10 16:16:34.304,3,3,4
21799,2019-02-11 13:11:46.117,2,2,4
21800,2019-02-08 14:02:02.392,5,4,3
21801,2019-02-11 12:48:57.243,2,1,3
21802,2019-02-12 00:59:16.337,2,3,2
21803,2019-02-09 16:30:48.634,4,4,1
21804,2019-02-05 21:28:36.271,5,1,1
21805,2019-02-10 16:33:08.581,3,4,4
21806,2019-02-12 14:18:56.802,1,3,5
21807,2019-02-11 16:39:38.514,2,3,4
21808,2019-02-11 18:26:49.688,2,1,2
21809,2019-02-12 19:26:34.745,1,2,1
21810,2019-02-09 20:43:11.627,4,1,5
21811,2019-02-11 14:37:50.096,2,1,3
21812,2019-02-08 19:18:47.683,5,3,5
21813,2019-02-10 17:17:55.436,3,1,2
21814,2019-02-10 17:04:33.716,3,3,1
21815,2019-02-11 22:09:08.986,2,1,1
21816,2019-02-11 14:01:15.769,2,1,3
21817,2019-02-12 14:43:51.101,1,4,5
21818,2019-02-12 12:29:12.517,1,5,3
21819,2019-02-11 17:45:52.453,2,4,3
21820,2019-02-08 22:32:29.376,5,2,3
21821,2019-02-11 11:02:16.279,2,4,4
21822,2019-02-09 23:13:32.468,4,2,5
21823,2019-02-12 17:31:16.492,1,5,4
21824,2019-02-12 10:28:49.061,1,3,2
21825,2019-02-11 16:30:43.959,2,5,3
21826,2019-02-10 13:29:06.629,3,3,3
21827,2019-02-12 21:38:10.444,1,1,3
21828,2019-02-12 12:32:40.560,1,1,2
21829,2019-02-10 15:18:24.807,3,3,3
21830,2019-02-09 17:19:03.429,4,3,2
21831,2019-02-10 21:25:01.731,3,1,3
21832,2019-02-10 10:49:52.858,3,2,3
21833,2019-02-12 06:31:02.128,1,3,2
21834,2019-02-10 13:48:48.606,3,3,3
21835,2019-02-10 09:07:52.436,3,2,2
21836,2019-02-07 19:49:55.780,5,3,2
21837,2019-02-12 12:43:43.714,1,4,5
21838,2019-02-08 21:10:39.975,5,1,5
21839,2019-02-12 15:30:13.341,1,4,2
21840,2019-02-12 08:29:15.923,1,2,1
21841,2019-02-12 14:29:40.159,1,4,3
21842,2019-02-11 18:42:35.402,2,4,2
21843,2019-02-08 00:02:26.751,5,3,1
21844,2019-02-12 17:04:20.420,1,4,2
21845,2019-02-10 15:22:00.003,3,4,3
21846,2019-02-10 20:58:09.772,3,5,4
21847,2019-02-12 13:06:19.250,1,4,5
21848,2019-02-10 08:47:37.367,3,3,2
21849,2019-02-09 20:39:23.850,4,2,5
21850,2019-02-07 12:33:57.433,5,4,4
21851,2019-02-09 22:12:08.983,4,1,1
21852,2019-02-11 21:06:31.144,2,1,3
21853,2019-02-10 15:15:00.079,3,5,5
21854,2019-02-09 17:57:24.766,4,5,1
21855,2019-02-09 10:26:14.135,4,4,1
21856,2019-02-08 13:57:21.291,5,1,2
21857,2019-02-12 07:18:22.201,1,1,1
21858,2019-02-10 16:03:08.507,3,1,2
21859,2019-02-04 21:21:21.412,5,5,2
21860,2019-02-12 16:51:52.423,1,1,1
21861,2019-02-11 14:39:06.784,2,1,3
21862,2019-02-04 01:19:07.152,5,4,1
21863,2019-02-07 14:53:17.334,5,1,1
21864,2019-02-10 14:07:57.257,3,2,2
21865,2019-02-11 21:58:08.936,2,5,4
21866,2019-02-12 15:07:14.504,1,2,4
21867,2019-02-12 11:09:39.666,1,2,4
21868,2019-02-11 12:40:17.262,2,4,3
21869,2019-02-10 11:18:40.209,3,4,3
21870,2019-02-11 01:15:33.453,3,5,5
21871,2019-02-08 18:11:08.655,5,4,4
21872,2019-02-11 12:43:04.742,2,1,5
21873,2019-02-10 15:52:45.927,3,2,5
21874,2019-02-11 08:34:24.817,2,2,3
21875,2019-02-11 16:29:13.842,2,4,1
21876,2019-02-11 10:43:48.378,2,5,3
21877,2019-02-10 08:57:29.511,3,1,3
21878,2019-02-11 22:18:08.625,2,2,3
21879,2019-02-11 11:42:49.840,2,3,1
21880,2019-02-12 16:47:56.459,1,1,5
21881,2019-02-10 00:13:27.497,4,1,4
21882,2019-02-06 14:28:48.873,5,4,3
21883,2019-02-06 13:06:53.652,5,4,4
21884,2019-02-08 22:45:50.480,5,5,4
21885,2019-02-12 20:20:51.207,1,2,2
21886,2019-02-10 16:53:19.728,3,5,4
21887,2019-02-09 22:36:18.029,4,4,1
21888,2019-02-10 12:32:57.419,3,1,3
21889,2019-02-12 12:26:04.877,1,5,4
21890,2019-02-10 15:23:25.605,3,4,5
21891,2019-02-08 21:48:59.449,5,1,1
21892,2019-02-11 20:15:15.435,2,3,2
21893,2019-02-11 11:21:03.029,2,4,4
21894,2019-02-10 12:37:29.232,3,4,5
21895,2019-02-10 13:51:54.696,3,3,5
21896,2019-02-10 11:54:30.803,3,3,3
21897,2019-02-09 16:14:38.434,4,4,2
21898,2019-02-09 12:16:10.197,4,2,5
21899,2019-02-10 10:05:09.688,3,3,2
21900,2019-02-11 20:16:24.691,2,1,2
21901,2019-02-11 12:21:28.624,2,3,4
21902,2019-02-12 08:55:22.730,1,2,4
21903,2019-02-11 03:00:28.737,3,2,4
21904,2019-02-09 18:58:16.422,4,4,4
21905,2019-02-10 21:00:12.932,3,5,4
21906,2019-02-10 15:45:01.164,3,1,2
21907,2019-02-10 15:36:07.565,3,4,1
21908,2019-02-09 20:46:05.284,4,2,3
21909,2019-02-12 20:14:15.331,1,1,1
21910,2019-02-08 17:28:34.181,5,3,4
21911,2019-02-10 13:27:01.708,3,5,5
21912,2019-02-10 14:23:51.876,3,1,1
21913,2019-02-12 16:31:54.262,1,3,3
21914,2019-02-11 10:18:18.768,2,4,3
21915,2019-02-10 15:11:41.848,3,2,3
21916,2019-02-10 12:28:58.279,3,2,4
21917,2019-02-08 11:58:32.625,5,2,5
21918,2019-02-11 10:47:20.326,2,5,4
21919,2019-02-10 07:50:01.703,3,4,5
21920,2019-02-10 15:10:55.874,3,5,4
21921,2019-02-09 15:55:00.498,4,1,1
21922,2019-02-09 22:33:37.553,4,5,3
21923,2019-02-10 00:41:00.793,4,4,3
21924,2019-02-12 17:03:57.181,1,2,5
21925,2019-02-12 08:42:31.002,1,1,3
21926,2019-02-11 20:35:09.616,2,1,5
21927,2019-02-12 16:15:28.545,1,3,4
21928,2019-02-11 21:55:22.637,2,1,4
21929,2019-02-08 18:50:08.923,5,1,1
21930,2019-02-04 21:26:12.410,5,1,1
21931,2019-02-10 23:20:50.864,3,1,4
21932,2019-02-12 20:49:52.581,1,3,2
21933,2019-02-12 08:01:10.563,1,5,1
21934,2019-02-12 00:11:35.904,2,5,3
21935,2019-02-10 16:59:34.291,3,4,3
21936,2019-02-12 13:06:42.656,1,3,4
21937,2019-02-11 23:24:18.750,2,1,1
21938,2019-02-12 21:42:23.081,1,2,4
21939,2019-02-12 17:54:57.879,1,4,1
21940,2019-02-11 16:24:33.036,2,1,2
21941,2019-02-07 18:02:13.251,5,2,1
21942,2019-02-12 21:17:23.682,1,2,1
21943,2019-02-09 14:48:46.021,4,4,4
21944,2019-02-11 13:43:44.489,2,4,3
21945,2019-02-11 19:15:14.372,2,1,1
21946,2019-02-11 11:04:03.124,2,2,1
21947,2019-02-03 13:40:41.653,5,1,4
21948,2019-02-12 21:32:59.346,1,3,1
21949,2019-02-09 11:34:23.439,4,1,4
21950,2019-02-11 20:13:13.118,2,3,3
21951,2019-02-10 02:13:14.962,4,2,1
21952,2019-02-11 14:46:07.909,2,3,4
21953,2019-02-10 17:47:03.299,3,4,3
21954,2019-02-10 15:49:20.965,3,3,2
21955,2019-02-10 19:32:18.473,3,1,1
21956,2019-02-12 09:24:45.343,1,5,4
21957,2019-02-09 15:17:18.970,4,2,2
21958,2019-02-09 08:24:12.190,4,3,1
21959,2019-02-10 13:32:49.622,3,4,5
21960,2019-02-11 22:22:46.412,2,1,1
21961,2019-02-12 15:03:07.636,1,4,4
21962,2019-02-12 15:20:10.323,1,2,5
21963,2019-02-12 14:59:52.154,1,4,4
21964,2019-02-12 19:31:59.962,1,3,4
21965,2019-02-10 09:18:56.514,3,4,4
21966,2019-02-11 19:41:33.317,2,5,3
21967,2019-02-12 14:41:24.922,1,3,1
21968,2019-02-09 23:23:21.966,4,3,2
21969,2019-02-12 19:06:40.651,1,5,4
21970,2019-02-12 13:38:06.083,1,4,2
21971,2019-02-11 12:18:20.087,2,1,2
21972,2019-02-10 00:40:24.337,4,1,2
21973,2019-02-10 20:22:38.625,3,4,2
21974,2019-02-10 23:54:02.037,3,5,5
21975,2019-02-10 13:33:30.219,3,5,5
21976,2019-02-10 13:12:33.675,3,1,5
21977,2019-02-10 13:10:52.837,3,1,2
21978,2019-02-09 12:30:00.470,4,3,2
21979,2019-02-11 17:34:00.518,2,1,2
21980,2019-02-12 10:45:15.877,1,3,3
21981,2019-02-11 11:42:50.876,2,1,3
21982,2019-02-11 18:40:58.617,2,3,2
21983,2019-02-11 13:02:57.154,2,4,5
21984,2019-02-11 20:19:07.637,2,5,4
21985,2019-02-11 14:58:53.003,2,4,5
21986,2019-02-10 08:22:18.670,3,3,4
21987,2019-02-12 14:40:15.179,1,2,3
21988,2019-02-09 22:12:52.531,4,2,2
21989,2019-02-12 01:07:46.642,2,4,4
21990,2019-02-12 11:57:49.310,1,2,2
21991,2019-02-12 00:32:51.481,2,1,2
21992,2019-02-12 15:31:11.437,1,4,4
21993,2019-02-11 15:09:01.521,2,3,3
21994,2019-02-12 18:07:13.434,1,4,3
21995,2019-02-11 12:30:00.937,2,2,3
21996,2019-02-12 18:03:27.443,1,2,3
21997,2019-02-09 16:07:17.418,4,2,1
21998,2019-02-12 13:58:46.973,1,3,3
21999,2019-02-10 22:19:56.367,3,2,1
22000,2019-02-09 15:53:20.082,4,3,4
22001,2019-02-09 13:26:24.369,4,1,3
22002,2019-02-09 10:05:22.835,4,1,1
22003,2019-02-10 03:31:54.416,4,3,3
22004,2019-02-12 19:14:57.926,1,1,5
22005,2019-02-11 20:48:43.000,2,2,4
22006,2019-02-07 11:19:08.206,5,4,3
22007,2019-02-09 22:14:41.903,4,3,5
22008,2019-02-11 14:25:21.566,2,3,1
22009,2019-02-11 23:25:47.581,2,3,1
